篇,序號,中文字,中文字部首,影片網址
8,1067,窺,116,https://www.youtube.com/watch?v=ROkBIRV_cRw
8,1066,待,60,https://www.youtube.com/watch?v=2Ds9RKzy6Xo
8,1065,日,72,https://www.youtube.com/watch?v=BGXUuLocRvA
8,1064,聖,128,https://www.youtube.com/watch?v=VgS4fMh9HrE
8,1063,皇,106,https://www.youtube.com/watch?v=Li1fg-gkjmQ
8,1062,羲,123,https://www.youtube.com/watch?v=iNr6Tmb_6uM
8,1061,互,7,https://www.youtube.com/watch?v=_qZcAkmpA_4
8,1060,暑,72,https://www.youtube.com/watch?v=dpgRquhjgls
8,1059,停,9,https://www.youtube.com/watch?v=q8BBukYC0m8
8,1058,陽,170,https://www.youtube.com/watch?v=k7GxaETcOmk
8,1057,廣,53,https://www.youtube.com/watch?v=plJK4sjrpdQ
8,1056,旁,70,https://www.youtube.com/watch?v=gSeoZsG2Jlw
8,1055,大,37,https://www.youtube.com/watch?v=locVucTOx_Y
8,1054,昆,72,https://www.youtube.com/watch?v=jyX5JViHWyY
8,1053,云,7,https://www.youtube.com/watch?v=wyke89AqF_I
8,1052,貽,154,https://www.youtube.com/watch?v=mVvIfacm-AQ
8,1051,且,1,https://www.youtube.com/watch?v=CUtdePNNA5o
8,1050,追,162,https://www.youtube.com/watch?v=x5PtTuWWJpk
8,1049,眇,109,https://www.youtube.com/watch?v=9Z53mXJNFmg
8,1048,探,64,https://www.youtube.com/watch?v=7HQi7lU3y8A
8,1047,廿,55,https://www.youtube.com/watch?v=1skVN6yqs9o
8,1046,偶,9,https://www.youtube.com/watch?v=iaz_Ldqho3o
8,1045,齋,210,https://www.youtube.com/watch?v=Qd6R7S0OLdw
8,1044,高,189,https://www.youtube.com/watch?v=jQ9YgU9tlNg
8,1043,閒,169,https://www.youtube.com/watch?v=Gwg0F9sRRfQ
8,1042,理,96,https://www.youtube.com/watch?v=zdmC1IxBzwQ
8,1041,恨,61,https://www.youtube.com/watch?v=W5VPp5uvvZ8
8,1040,亦,8,https://www.youtube.com/watch?v=T2RM7j7nv9s
8,1039,就,43,https://www.youtube.com/watch?v=ui3FwqvqsQk
8,1038,能,130,https://www.youtube.com/watch?v=ExGCOqxm5DY
8,1037,弱,57,https://www.youtube.com/watch?v=_oJfKqreIa0
8,1036,萎,140,https://www.youtube.com/watch?v=Q2UKz72RNmo
8,1035,力,19,https://www.youtube.com/watch?v=eZjy29MIO2c
8,1034,致,133,https://www.youtube.com/watch?v=e5Wtlj8OW5E
8,1033,篇,118,https://www.youtube.com/watch?v=RmC2gGqE_LI
8,1032,効,19,https://www.youtube.com/watch?v=A_miLxL1ons
8,1031,欲,76,https://www.youtube.com/watch?v=oRRKuhKCet4
8,1030,寶,40,https://www.youtube.com/watch?v=xEbbklPuZDk
8,1029,實,40,https://www.youtube.com/watch?v=N_rq2C4cd3Y
8,1028,用,101,https://www.youtube.com/watch?v=TWVjlm-3hqY
8,1027,乏,4,https://www.youtube.com/watch?v=Aa1fROqRfF4
8,1026,近,162,https://www.youtube.com/watch?v=HK73s5uHk-Y
8,1025,雖,172,https://www.youtube.com/watch?v=lgsuiDq7774
8,1024,碧,112,https://www.youtube.com/watch?v=ah0Q1cQohTI
8,1023,膏,130,https://www.youtube.com/watch?v=DKzlzJDzZps
8,1022,金,167,https://www.youtube.com/watch?v=KBfyaAYYQow
8,1021,青,174,https://www.youtube.com/watch?v=NRi5FYUiGCA
8,1020,砂,112,https://www.youtube.com/watch?v=LbbZ4QlgMGg
8,1019,丹,3,https://www.youtube.com/watch?v=cvmc69ZhF2Y
8,1018,當,102,https://www.youtube.com/watch?v=yGyAE67b-EY
8,1017,非,175,https://www.youtube.com/watch?v=IC8JxiTEUYM
8,1016,宕,40,https://www.youtube.com/watch?v=Ii7e-VvwTSU
8,1015,豪,152,https://www.youtube.com/watch?v=OOOaDkRe_YM
8,1014,節,118,https://www.youtube.com/watch?v=inEDOmSCzS8
8,1013,音,180,https://www.youtube.com/watch?v=wRwIX0Yfecs
8,1012,邃,162,https://www.youtube.com/watch?v=b482Bp3f-Dc
8,1011,幽,52,https://www.youtube.com/watch?v=e5hanY-rzxM
8,1010,詞,149,https://www.youtube.com/watch?v=I-15SEQ7VfU
8,1009,愛,61,https://www.youtube.com/watch?v=G2e5ONJBlF8
8,1008,遇,162,https://www.youtube.com/watch?v=1Aw2f2ioJ4A
8,1007,昂,72,https://www.youtube.com/watch?v=M0P_O6BGDTk
8,1006,子,39,https://www.youtube.com/watch?v=aeoVIC-okO4
8,1005,陳,170,https://www.youtube.com/watch?v=iHpYLxiKE28
8,1004,讀,149,https://www.youtube.com/watch?v=54tcQaqKDZo
8,1003,余,9,https://www.youtube.com/watch?v=8M3TJaddN6o
8,1002,并,51,https://www.youtube.com/watch?v=0Bg33hkoOKk
8,1001,詩,149,https://www.youtube.com/watch?v=fXlBbQkTXII
7,1000,玩,96,https://www.youtube.com/watch?v=jtG7sKPoGmc
7,0999,成,62,https://www.youtube.com/watch?v=PMCwnSeUc5Q
7,0998,永,85,https://www.youtube.com/watch?v=TQLBu7bQ_Ww
7,0997,逍,162,https://www.youtube.com/watch?v=2ZHdxj9IyaM
7,0996,羊,123,https://www.youtube.com/watch?v=dq03d19OiZI
7,0995,彷,60,https://www.youtube.com/watch?v=MuCoenHZ2n4
7,0994,聊,128,https://www.youtube.com/watch?v=h8K8vmB_M10
7,0993,零,173,https://www.youtube.com/watch?v=WSEy8FV_464
7,0992,草,140,https://www.youtube.com/watch?v=8oCPPrezbRo
7,0991,悼,61,https://www.youtube.com/watch?v=1AL9zwfin1k
7,0990,淪,85,https://www.youtube.com/watch?v=sqL3Wc1JxdU
7,0989,降,170,https://www.youtube.com/watch?v=uCM8zmAI_ak
7,0988,征,60,https://www.youtube.com/watch?v=YQWK0xbsb8k
7,0987,靈,173,https://www.youtube.com/watch?v=6KbNbLRHZlk
7,0986,耀,124,https://www.youtube.com/watch?v=Ak8lAwMRkLU
7,0985,序,53,https://www.youtube.com/watch?v=TXPVjacwZGQ
7,0984,代,9,https://www.youtube.com/watch?v=ESZuYcE_GYA
7,0983,懼,61,https://www.youtube.com/watch?v=Wm32mx9uYHM
7,0982,患,61,https://www.youtube.com/watch?v=oyw74AqRc7s
7,0981,免,10,https://www.youtube.com/watch?v=gTu1WXzOORE
7,0980,都,163,https://www.youtube.com/watch?v=Fa2kfxtaT30
7,0979,淑,85,https://www.youtube.com/watch?v=yLMHSQmpYHU
7,0978,埃,32,https://www.youtube.com/watch?v=fm5K9DNIAxA
7,0977,皎,106,https://www.youtube.com/watch?v=C9Fzu8sgpDQ
7,0976,怪,61,https://www.youtube.com/watch?v=lxW4ZE3QfJk
7,0975,鬼,194,https://www.youtube.com/watch?v=VgdoX3cu5jI
7,0974,曾,73,https://www.youtube.com/watch?v=yEfWxrv8RX8
7,0973,變,149,https://www.youtube.com/watch?v=gKdFkasHCyM
7,0972,羣,123,https://www.youtube.com/watch?v=bRSMhoL_1cg
7,0971,浸,85,https://www.youtube.com/watch?v=alamv8_d6Xg
7,0970,穆,115,https://www.youtube.com/watch?v=899D_c96hKY
7,0969,韓,178,https://www.youtube.com/watch?v=_njAQPBNH-k
7,0968,羨,123,https://www.youtube.com/watch?v=pEuCqFSv6Wg
7,0967,星,72,https://www.youtube.com/watch?v=k1UJrMFLrhU
7,0966,辰,161,https://www.youtube.com/watch?v=Hz-37GLG6zk
7,0965,託,149,https://www.youtube.com/watch?v=qfPnsfx-V7o
7,0964,傅,9,https://www.youtube.com/watch?v=HIHCuz41HkQ
7,0963,奇,37,https://www.youtube.com/watch?v=fG8EK-dyKcY
7,0962,名,30,https://www.youtube.com/watch?v=vDGpBQJw7ZE
7,0961,仙,9,https://www.youtube.com/watch?v=ba5XOUMiAww
7,0960,貴,154,https://www.youtube.com/watch?v=qKj0DA2IxVo
7,0959,澹,85,https://www.youtube.com/watch?v=W4yOQ_YLagY
7,0958,愉,61,https://www.youtube.com/watch?v=PDlMsGKMYf4
7,0957,恬,61,https://www.youtube.com/watch?v=J6yXm0eYZaM
7,0956,靜,174,https://www.youtube.com/watch?v=RcrJ1LZFHQA
7,0955,虛,141,https://www.youtube.com/watch?v=ZzwEYtO9pDY
7,0954,漠,85,https://www.youtube.com/watch?v=vHdkLZ-Mpms
7,0953,由,102,https://www.youtube.com/watch?v=nflskIuA55M
7,0952,氣,84,https://www.youtube.com/watch?v=I8gZow8Tii8
7,0951,求,85,https://www.youtube.com/watch?v=RZvkSmOsZaI
7,0950,槁,75,https://www.youtube.com/watch?v=May68CuT7E4
7,0949,枯,75,https://www.youtube.com/watch?v=hmEvsUfQSp0
7,0948,形,59,https://www.youtube.com/watch?v=SRz1Jt_7SUI
7,0947,反,29,https://www.youtube.com/watch?v=OSE2mkqJbbs
7,0946,神,113,https://www.youtube.com/watch?v=x9wm3PN5pHk
7,0945,增,32,https://www.youtube.com/watch?v=mgs45NWTsqE
7,0944,悽,61,https://www.youtube.com/watch?v=d7C762uTtqE
7,0943,愁,61,https://www.youtube.com/watch?v=vPYG5vLjD_E
7,0942,蕩,140,https://www.youtube.com/watch?v=i5w65sFWzSc
7,0941,荒,140,https://www.youtube.com/watch?v=YMII2retxdQ
7,0940,乖,4,https://www.youtube.com/watch?v=zLcTVwoXAwg
7,0939,怳,61,https://www.youtube.com/watch?v=AXGilvlHWWs
7,0938,惝,61,https://www.youtube.com/watch?v=9UKei7WbSuk
7,0937,遙,162,https://www.youtube.com/watch?v=KWmVPIG3VFM
7,0936,倚,9,https://www.youtube.com/watch?v=sueD8ekZ8jY
7,0935,徙,60,https://www.youtube.com/watch?v=xiGZOwwWNa0
7,0934,窮,116,https://www.youtube.com/watch?v=O5RSsvFGCPg
7,0933,曙,72,https://www.youtube.com/watch?v=Ubd_Mf42Mfo
7,0932,魂,194,https://www.youtube.com/watch?v=ExL7xi4uRCg
7,0931,寐,40,https://www.youtube.com/watch?v=QiZE2j4qems
7,0930,耿,128,https://www.youtube.com/watch?v=BPNzXpDmmGs
7,0929,夜,36,https://www.youtube.com/watch?v=dRu92nZHL1g
7,0928,結,120,https://www.youtube.com/watch?v=YVroH-15Tz8
7,0926,穢,115,https://www.youtube.com/watch?v=UftoWZB9464
7,0927,鬱,192,https://www.youtube.com/watch?v=5ZNkSAdyLjA
7,0925,汙,85,https://www.youtube.com/watch?v=p582sOuwUJc
7,0924,濁,85,https://www.youtube.com/watch?v=MnTRdREok0g
7,0923,遭,162,https://www.youtube.com/watch?v=SJq2Xxju3H8
7,0922,遠,162,https://www.youtube.com/watch?v=WDp2gJM4stA
6,0921,慮,61,https://www.youtube.com/watch?v=bpPxPjHAfJQ
6,0920,滌,85,https://www.youtube.com/watch?v=PlsISKgcM1k
6,0919,才,64,https://www.youtube.com/watch?v=1QnkUrJY42E
6,0918,掇,64,https://www.youtube.com/watch?v=kg9L1Unt66I
6,0917,初,18,https://www.youtube.com/watch?v=D431u8TukEM
6,0916,耆,125,https://www.youtube.com/watch?v=6rWSWOzTUQo
6,0915,諸,149,https://www.youtube.com/watch?v=UV-cRnasML4
6,0914,最,13,https://www.youtube.com/watch?v=h4y-BHkuicI
6,0913,懷,61,https://www.youtube.com/watch?v=ABTGqUca0G0
6,0912,眼,109,https://www.youtube.com/watch?v=2pgag3rtVJ4
6,0911,傳,9,https://www.youtube.com/watch?v=cSgy7HEDA44
6,0910,垂,32,https://www.youtube.com/watch?v=fIG7QH73lN4
6,0909,耽,128,https://www.youtube.com/watch?v=EU9Zrco8pvg
6,0908,骨,188,https://www.youtube.com/watch?v=qGV8wMj0i6c
6,0907,松,75,https://www.youtube.com/watch?v=wQJ1VuYWimI
6,0906,寒,40,https://www.youtube.com/watch?v=fuwPVmuSct4
6,0905,瑟,96,https://www.youtube.com/watch?v=wzJ4kVDAtbU
6,0904,翁,124,https://www.youtube.com/watch?v=BXZZuSsB7q8
6,0903,坡,32,https://www.youtube.com/watch?v=6xz4cEpPV6w
6,0902,癯,104,https://www.youtube.com/watch?v=3kP1R7TsgB0
6,0901,久,4,https://www.youtube.com/watch?v=RwG6U-dASw0
6,0900,低,9,https://www.youtube.com/watch?v=r8yrxJPEZWc
6,0899,愈,61,https://www.youtube.com/watch?v=RWXvTKrMRSA
6,0898,說,149,https://www.youtube.com/watch?v=UZfNHEI3DWE
6,0897,答,118,https://www.youtube.com/watch?v=fpCZtPDRHwk
6,0896,首,185,https://www.youtube.com/watch?v=qqiJbDWPNnM
6,0895,俛,9,https://www.youtube.com/watch?v=jDrdX-kvnGc
6,0894,常,50,https://www.youtube.com/watch?v=5TBOHJX0O9E
6,0893,偉,9,https://www.youtube.com/watch?v=R4xug1U4di4
6,0892,脩,130,https://www.youtube.com/watch?v=gOotVjEP-fw
6,0891,體,188,https://www.youtube.com/watch?v=R-zLXSbtj0s
6,0890,清,85,https://www.youtube.com/watch?v=mOoicOBrCXg
6,0889,貌,153,https://www.youtube.com/watch?v=EwyRWy__STY
6,0888,顯,181,https://www.youtube.com/watch?v=4313QBguOmk
6,0887,踐,157,https://www.youtube.com/watch?v=tUcYusC1XNE
6,0886,竊,116,https://www.youtube.com/watch?v=Zzs7N6_ojS8
6,0885,弟,57,https://www.youtube.com/watch?v=pAu-naeH47U
6,0884,古,30,https://www.youtube.com/watch?v=KTZxmf0td3Q
6,0883,頌,181,https://www.youtube.com/watch?v=Bil9S9oR42s
6,0882,偈,9,https://www.youtube.com/watch?v=oSltEBlCeSw
6,0881,錄,167,https://www.youtube.com/watch?v=uQk_O9tyVuM
6,0880,管,118,https://www.youtube.com/watch?v=0J68PVZXnEk
6,0879,握,64,https://www.youtube.com/watch?v=8PGzW36vpLI
6,0878,化,21,https://www.youtube.com/watch?v=sq3Lt4Lp95c
6,0877,機,75,https://www.youtube.com/watch?v=-gkyZ0Gx-gI
6,0876,隨,170,https://www.youtube.com/watch?v=BAdFdRNrVrE
6,0875,迪,162,https://www.youtube.com/watch?v=-CG9tUAhh-I
6,0874,立,117,https://www.youtube.com/watch?v=VIL7H0PGoJ0
6,0873,旨,72,https://www.youtube.com/watch?v=PDOy8HwM0_U
6,0872,微,60,https://www.youtube.com/watch?v=5-2mrVmVVFM
6,0871,莊,140,https://www.youtube.com/watch?v=RnBTdZSIHn8
6,0870,鎚,167,https://www.youtube.com/watch?v=7GyDWC4MyxM
6,0869,鉗,167,https://www.youtube.com/watch?v=MZ22GNBVfgE
6,0868,策,118,https://www.youtube.com/watch?v=I_NKbnTbg1k
6,0867,警,149,https://www.youtube.com/watch?v=VLDeMGMEc7k
6,0866,詔,149,https://www.youtube.com/watch?v=pH8_cety5Hk
6,0865,教,66,https://www.youtube.com/watch?v=9C_GEP_34oI
6,0864,承,64,https://www.youtube.com/watch?v=u_tXxGJuRkQ
6,0863,浹,85,https://www.youtube.com/watch?v=aMYDAHgCJ4I
6,0862,旬,72,https://www.youtube.com/watch?v=_X8_GWtoynE
6,0861,十,24,https://www.youtube.com/watch?v=qW5TTeUs-OE
6,0860,歲,77,https://www.youtube.com/watch?v=qoTV39PjEvo
6,0859,覲,147,https://www.youtube.com/watch?v=kVMJ31nuoKI
6,0858,額,181,https://www.youtube.com/watch?v=Z4hu6DuVGDk
6,0857,加,19,https://www.youtube.com/watch?v=hrBBVH1vKzo
6,0856,手,64,https://www.youtube.com/watch?v=KcMFNX4OVqc
6,0855,識,149,https://www.youtube.com/watch?v=XxMXzESFXv8
6,0854,童,117,https://www.youtube.com/watch?v=DO1_g_-4Xbw
6,0853,卒,24,https://www.youtube.com/watch?v=3IlWog2VCms
6,0852,走,156,https://www.youtube.com/watch?v=ASQiWrRHiXs
6,0851,夫,37,https://www.youtube.com/watch?v=7i3oeQehrvk
6,0850,卿,26,https://www.youtube.com/watch?v=R4CsN32GsOc
6,0849,愚,61,https://www.youtube.com/watch?v=uv6UgpwOZVE
6,0848,智,72,https://www.youtube.com/watch?v=LmfwU971Wwo
6,0847,若,140,https://www.youtube.com/watch?v=zyOEFJst3rY
6,0846,俗,9,https://www.youtube.com/watch?v=kFLdA8HDVq4
6,0845,惟,61,https://www.youtube.com/watch?v=z47kOevYdEk
6,0844,山,46,https://www.youtube.com/watch?v=axOObzmtarM
6,0843,隱,170,https://www.youtube.com/watch?v=TsD8Ok4_yRg
6,0842,珠,96,https://www.youtube.com/watch?v=ywcN8ZZ7J0c
6,0841,貫,154,https://www.youtube.com/watch?v=5U_lBG8E8vs
6,0840,纍,120,https://www.youtube.com/watch?v=hH4XEd7iadg
6,0839,利,18,https://www.youtube.com/watch?v=jBjbCVHp_dI
6,0838,舍,135,https://www.youtube.com/watch?v=h7PiO6cBJxY
6,0837,遍,162,https://www.youtube.com/watch?v=y-kCgrANPw0
6,0836,明,72,https://www.youtube.com/watch?v=XoRhYAq4dSg
6,0835,光,10,https://www.youtube.com/watch?v=qN_Bv2i4TVM
6,0834,旦,72,https://www.youtube.com/watch?v=2I4LZC7uhX4
6,0833,禮,113,https://www.youtube.com/watch?v=XvHzcnxYc5g
6,0832,供,9,https://www.youtube.com/watch?v=xL4tEFOuJ2Q
6,0831,夕,36,https://www.youtube.com/watch?v=UB-yC4INeC0
6,0830,奩,37,https://www.youtube.com/watch?v=6eUnRlUaTkk
6,0829,盛,108,https://www.youtube.com/watch?v=bgOdu48EjjQ
6,0828,翦,124,https://www.youtube.com/watch?v=TNsp0wrOSFc
6,0827,士,33,https://www.youtube.com/watch?v=PpWGTWLWPkI
6,0826,渚,85,https://www.youtube.com/watch?v=P11IkVOHGHw
6,0825,良,138,https://www.youtube.com/watch?v=JVfpHwmtx38
6,0824,遺,162,https://www.youtube.com/watch?v=rVMmqNFmre0
6,0823,景,72,https://www.youtube.com/watch?v=ZES28TA-cKQ
6,0822,文,67,https://www.youtube.com/watch?v=zOhyxXJTmnw
6,0821,斯,69,https://www.youtube.com/watch?v=8Kg07K4gh-Y
6,0820,覽,147,https://www.youtube.com/watch?v=jNGlQm4jIZs
6,0819,使,9,https://www.youtube.com/watch?v=kRIq1WBlzf0
6,0818,概,75,https://www.youtube.com/watch?v=4EQHyAOET-8
6,0817,姑,38,https://www.youtube.com/watch?v=aLcwmnjY1LU
6,0816,殫,78,https://www.youtube.com/watch?v=j6JIN5buq6g
6,0815,涅,85,https://www.youtube.com/watch?v=2H8zeFXhOl8
6,0814,行,144,https://www.youtube.com/watch?v=adgAJl8ORzU
6,0813,細,120,https://www.youtube.com/watch?v=CbYBctK5vM8
6,0812,囊,30,https://www.youtube.com/watch?v=I2_lQBajqnc
6,0811,水,85,https://www.youtube.com/watch?v=Xgt0lxFGaUs
6,0810,濾,85,https://www.youtube.com/watch?v=xAtxdxGTJ6Q
6,0808,全,11,https://www.youtube.com/watch?v=bGleYUeVHtA
6,0807,蟲,142,https://www.youtube.com/watch?v=RXDaIf_cX68
6,0806,果,75,https://www.youtube.com/watch?v=-xmaXtdYtxM
6,0805,擘,64,https://www.youtube.com/watch?v=nvfcK207Svw
6,0804,薪,140,https://www.youtube.com/watch?v=AbcGwehKLcA
6,0803,析,75,https://www.youtube.com/watch?v=8XK_AC4qDE8
6,0802,償,9,https://www.youtube.com/watch?v=MWdLgl0bIuA
6,0801,告,30,https://www.youtube.com/watch?v=G1RI32_oqlk
6,0809,置,122,https://www.youtube.com/watch?v=RA9Ks9PEza0
6,0800,衣,145,https://www.youtube.com/watch?v=8RxEH8eNqj0
6,0799,賣,154,https://www.youtube.com/watch?v=s64gkRBD-jU
6,0798,後,60,https://www.youtube.com/watch?v=8a2d_ATsTIM
6,0797,筍,118,https://www.youtube.com/watch?v=E9jv7BxfKWk
6,0796,踏,157,https://www.youtube.com/watch?v=WE1ko7L2TCs
6,0795,誤,149,https://www.youtube.com/watch?v=5tIx8c2C69g
6,0794,竺,118,https://www.youtube.com/watch?v=UvlGsTJwPHE
6,0793,南,24,https://www.youtube.com/watch?v=UCnUE0kLwTI
6,0792,寓,40,https://www.youtube.com/watch?v=pSsUO75Fz5I
6,0791,設,149,https://www.youtube.com/watch?v=GXgBYrNAsfc
6,0790,妙,38,https://www.youtube.com/watch?v=ngyfYPOE0co
6,0789,縱,120,https://www.youtube.com/watch?v=532bsmIgOUk
6,0788,律,60,https://www.youtube.com/watch?v=f_RI6p_HqB0
6,0787,戒,62,https://www.youtube.com/watch?v=A5IMwuzrKgU
6,0786,險,170,https://www.youtube.com/watch?v=5mlDNuT7Ucc
6,0785,戶,63,https://www.youtube.com/watch?v=PAxKgVuAza4
6,0784,泊,85,https://www.youtube.com/watch?v=hb4gokvJOmk
6,0783,湊,85,https://www.youtube.com/watch?v=nOjLw3fWugo
6,0782,淺,85,https://www.youtube.com/watch?v=JroS3SXFQeY
6,0781,箇,118,https://www.youtube.com/watch?v=9doe2Q51j3c
6,0780,那,163,https://www.youtube.com/watch?v=YcopX-KF_KY
6,0779,面,176,https://www.youtube.com/watch?v=SYqjei-z8m0
6,0778,兩,11,https://www.youtube.com/watch?v=Myfxy7OFoGU
6,0777,假,9,https://www.youtube.com/watch?v=Z3U4166UJwE
6,0776,負,154,https://www.youtube.com/watch?v=fw2EJF985v0
6,0775,勝,19,https://www.youtube.com/watch?v=OMcZ8kxqwVc
6,0774,爭,87,https://www.youtube.com/watch?v=BXAkMMXZivw
6,0773,舌,135,https://www.youtube.com/watch?v=Kn2hvoZSL4c
6,0772,未,75,https://www.youtube.com/watch?v=v4lJxuVwDNA
6,0771,述,162,https://www.youtube.com/watch?v=R-WzkZyRIx0
6,0770,做,9,https://www.youtube.com/watch?v=QSAtk6jpHZg
6,0769,腳,130,https://www.youtube.com/watch?v=5IIIGBQEWcs
6,0768,活,85,https://www.youtube.com/watch?v=1qFAeujW-_I
6,0767,智,72,https://www.youtube.com/watch?v=O-olX_WsPi4
6,0766,差,48,https://www.youtube.com/watch?v=8vY23Z2rUCc
6,0765,證,149,https://www.youtube.com/watch?v=ZlsBhHngJeg
6,0764,親,147,https://www.youtube.com/watch?v=FjAJ5GAXae8
6,0763,到,18,https://www.youtube.com/watch?v=txZQogm17e4
6,0762,直,109,https://www.youtube.com/watch?v=gWvqFliLA1I
6,0761,鹵,197,https://www.youtube.com/watch?v=EwoSIWWdG4M
6,0760,莽,140,https://www.youtube.com/watch?v=Sjhs2fc0bAo
6,0759,前,18,https://www.youtube.com/watch?v=XTXgd84YczY
6,0758,角,148,https://www.youtube.com/watch?v=D2GPIDsYrDc
6,0757,倆,9,https://www.youtube.com/watch?v=cHTnMhnzqzo
6,0756,伎,9,https://www.youtube.com/watch?v=Fd5s54BhgFs
6,0755,撲,64,https://www.youtube.com/watch?v=KOBCUOVJTD0
6,0754,邪,163,https://www.youtube.com/watch?v=cFjgegR3ENM
6,0753,徒,60,https://www.youtube.com/watch?v=wK_mFje3JL4
6,0752,被,145,https://www.youtube.com/watch?v=H-bEVEnWUyI
6,0751,床,53,https://www.youtube.com/watch?v=GR1EYWwboWs
6,0750,銘,167,https://www.youtube.com/watch?v=-c3afbJ-wns
6,0749,曲,73,https://www.youtube.com/watch?v=zQNjYtVsE50
6,0748,於,70,https://www.youtube.com/watch?v=EEviwLRPB2s
6,0747,喝,30,https://www.youtube.com/watch?v=130mbj1dhB8
6,0746,地,32,https://www.youtube.com/watch?v=_PD8PWVbpzQ
6,0745,疑,103,https://www.youtube.com/watch?v=DYGRAGp9uZ4
6,0744,解,148,https://www.youtube.com/watch?v=xn0y1Omh0Gs
6,0743,知,111,https://www.youtube.com/watch?v=YQmZ2OxR2aA
6,0742,負,154,https://www.youtube.com/watch?v=w8yqtOeimkw
6,0741,罰,122,https://www.youtube.com/watch?v=IKdP8voWrow
6,0740,賞,154,https://www.youtube.com/watch?v=AlQTyjFiodw
6,0739,藤,140,https://www.youtube.com/watch?v=j08guqc-_Yk
6,0738,烏,86,https://www.youtube.com/watch?v=kl59uiscBVM
6,0737,決,85,https://www.youtube.com/watch?v=MrIDIJXSBAY
6,0736,痛,104,https://www.youtube.com/watch?v=Tbo_9sWWww4
6,0735,黎,202,https://www.youtube.com/watch?v=quuDuxrH_CQ
6,0734,伽,9,https://www.youtube.com/watch?v=LG3gg5xBMMs
6,0733,卸,26,https://www.youtube.com/watch?v=6qF8-igc-Us
6,0732,奪,37,https://www.youtube.com/watch?v=vkgaQcttI3Y
6,0731,定,40,https://www.youtube.com/watch?v=e9QLTyajCmg
6,0730,偽,9,https://www.youtube.com/watch?v=2jNBGrxENfg
6,0729,真,109,https://www.youtube.com/watch?v=Yg9YtdRFBJA
6,0728,淺,85,https://www.youtube.com/watch?v=0FfTyjPMJgE
6,0727,勘,19,https://www.youtube.com/watch?v=8nX0DZtAlC4
6,0726,髓,188,https://www.youtube.com/watch?v=RQUo90d002Q
6,0725,骨,188,https://www.youtube.com/watch?v=ffOJDHByN40
6,0724,刮,18,https://www.youtube.com/watch?v=cPpHxHvM9TU
6,0723,璞,96,https://www.youtube.com/watch?v=2fhb_KfoYSM
6,0722,石,112,https://www.youtube.com/watch?v=ighqNuN-T9E
6,0721,詰,149,https://www.youtube.com/watch?v=5hsWfEoHomk
6,0720,搜,64,https://www.youtube.com/watch?v=zEd_w5e4PyQ
6,0719,盡,108,https://www.youtube.com/watch?v=ngzlCzoIT-8
6,0718,款,76,https://www.youtube.com/watch?v=CdkSqVFsQbo
6,0717,案,75,https://www.youtube.com/watch?v=yT1U9kWltPY
6,0716,鋒,167,https://www.youtube.com/watch?v=9RO0qfcbDzw
6,0715,爭,87,https://www.youtube.com/watch?v=8RYvHFnjsoY
6,0714,強,57,https://www.youtube.com/watch?v=M5RaOGgd_kc
6,0713,命,30,https://www.youtube.com/watch?v=zPTj8pYMwGM
